dst_port,flow_duration,total_fwd_packet,total_bwd_packets,total_length_of_fwd_packet,total_length_of_bwd_packet,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,bwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,packet_length_min,packet_length_max,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,cwr_flag_count,ece_flag_count,down/up_ratio,average_packet_size,fwd_segment_size_avg,bwd_segment_size_avg,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,fwd_init_win_bytes,bwd_init_win_bytes,fwd_act_data_pkts,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
53,14332,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19048.2835613,279.095729835,4777.33333333,7737.89973658,13711.0,179.0,0.0,0.0,0.0,0.0,0.0,14332.0,7166.0,9881.1101603,14153.0,179.0,0,8,24,69.7739324588,209.321797377,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,18,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.666667,9.0,7.071067811869999,14.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,7.071067811869999,14.0,4.0,0,0,60,0.0,166666.666667,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14040,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19444.4444444,284.9002849,4680.0,8023.78719808,13945.0,16.0,0.0,0.0,0.0,0.0,0.0,14040.0,7020.0,9905.15179086,14024.0,16.0,0,8,24,71.2250712251,213.675213675,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14447,1,3,44.0,230.0,44.0,44.0,44.0,0.0,99.0,44.0,76.6666666667,28.9194283023,18965.8752682,276.874091507,4815.66666667,8237.17920974,14327.0,15.0,0.0,0.0,0.0,0.0,0.0,14447.0,7223.5,10194.3584644,14432.0,15.0,0,8,24,69.2185228767,207.65556863,44.0,99.0,63.6,27.1716764297,738.3,0,0,0,0,0,0,0,3.0,79.5,44.0,76.6666666667,1,44,3,230,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,13966,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19547.4724331,286.409852499,4655.33333333,8010.47004447,13905.0,11.0,0.0,0.0,0.0,0.0,0.0,13966.0,6983.0,9859.89695687,13955.0,11.0,0,8,24,71.60246312470001,214.807389374,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,18415,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,14824.8710291,217.214227532,6138.33333333,2866.52757414,9448.0,4444.0,0.0,0.0,0.0,0.0,0.0,18415.0,9207.5,6736.60630436,13971.0,4444.0,0,8,24,54.303556883,162.910670649,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,24101,1,3,53.0,499.0,53.0,53.0,53.0,0.0,235.0,53.0,166.33333333299998,98.8803991362,22903.6139579,165.968217086,8033.66666667,13578.7104076,23713.0,178.0,0.0,0.0,0.0,0.0,0.0,24101.0,12050.5,16744.9956853,23891.0,210.0,0,8,24,41.4920542716,124.476162815,53.0,235.0,121.0,93.498663092,8742.0,0,0,0,0,0,0,0,3.0,151.25,53.0,166.33333333299998,1,53,3,499,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,13908,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19628.9905091,287.604256543,4636.0,7964.87645855,13833.0,12.0,0.0,0.0,0.0,0.0,0.0,13908.0,6954.0,9817.47054999,13896.0,12.0,0,8,24,71.9010641357,215.703192407,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14097,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19365.822515400003,283.748315244,4699.0,8056.71701129,14002.0,11.0,0.0,0.0,0.0,0.0,0.0,14097.0,7048.5,9952.5279452,14086.0,11.0,0,8,24,70.9370788111,212.811236433,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
44443,339,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5899.70501475,339.0,0.0,339.0,339.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,0.0,339.0,339.0,0,0,44,0.0,5899.70501475,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14037,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19448.6001282,284.96117404,4679.0,8054.05636931,13979.0,11.0,0.0,0.0,0.0,0.0,0.0,14037.0,7018.5,9910.10153833,14026.0,11.0,0,8,24,71.24029351,213.72088053,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,15548,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,17558.5284281,257.267815796,5182.66666667,6171.05155815,12308.0,1556.0,0.0,0.0,0.0,0.0,0.0,15548.0,7774.0,8793.57993084,13992.0,1556.0,0,8,24,64.3169539491,192.950861847,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
41892,14,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.142857,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,64,0.0,142857.142857,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14022,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19469.405220400004,285.266010555,4674.0,8041.07200565,13959.0,11.0,0.0,0.0,0.0,0.0,0.0,14022.0,7011.0,9899.49493661,14011.0,11.0,0,8,24,71.3165026387,213.949507916,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
5269,377,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305.039787799999,377.0,0.0,377.0,377.0,0.0,0.0,0.0,0.0,0.0,377.0,377.0,0.0,377.0,377.0,0,0,44,0.0,5305.039787799999,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,22208,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,12292.867435200002,180.115273775,7402.66666667,1249.85452487,8210.0,5963.0,0.0,0.0,0.0,0.0,0.0,22208.0,11104.0,4340.22142292,14173.0,8035.0,0,8,24,45.0288184438,135.086455331,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,19,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105263.157895,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0,0,64,0.0,105263.157895,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,261,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,16313,1,3,43.0,368.0,43.0,43.0,43.0,0.0,201.0,43.0,122.666666667,79.0084383679,25194.6300497,245.203212162,5437.66666667,7494.58233215,14005.0,96.0,0.0,0.0,0.0,0.0,0.0,16313.0,8156.5,8406.79252153,14101.0,2212.0,0,8,24,61.3008030405,183.902409122,43.0,201.0,90.8,70.888645071,5025.2,0,0,0,0,0,0,0,3.0,113.5,43.0,122.666666667,1,43,3,368,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,40112,0,2,0.0,104.0,0.0,0.0,0.0,0.0,60.0,44.0,52.0,11.313708499,2592.74032708,49.860390905500005,40112.0,0.0,40112.0,40112.0,0.0,0.0,0.0,0.0,0.0,40112.0,40112.0,0.0,40112.0,40112.0,0,0,16,0.0,49.860390905500005,44.0,60.0,49.3333333333,9.23760430703,85.3333333333,0,0,0,0,0,0,0,0.0,74.0,0.0,52.0,0,0,2,104,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
58308,3672,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.9934640519999,1836.0,2474.87373415,3586.0,86.0,3586.0,3586.0,0.0,3586.0,3586.0,0.0,0.0,0.0,0.0,0.0,0,40,20,544.662309368,272.331154684,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14176,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19257.900677200003,282.167042889,4725.33333333,8072.08283737,14046.0,16.0,0.0,0.0,0.0,0.0,0.0,14176.0,7088.0,10001.3183131,14160.0,16.0,0,8,24,70.5417607223,211.625282167,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
50038,9993,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.140098069,9993.0,0.0,9993.0,9993.0,0.0,0.0,0.0,0.0,0.0,9993.0,9993.0,0.0,9993.0,9993.0,0,0,40,0.0,200.140098069,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
6156,523,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3824.0917782,523.0,0.0,523.0,523.0,0.0,0.0,0.0,0.0,0.0,523.0,523.0,0.0,523.0,523.0,0,0,44,0.0,3824.0917782,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14001,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19498.6072423,285.693879009,4667.0,7973.65581148,13874.0,13.0,0.0,0.0,0.0,0.0,0.0,14001.0,7000.5,9881.81726708,13988.0,13.0,0,8,24,71.4234697522,214.270409256,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14138,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19309.6619041,282.925449144,4712.66666667,8040.68133514,13997.0,12.0,0.0,0.0,0.0,0.0,0.0,14138.0,7069.0,9980.10510967,14126.0,12.0,0,8,24,70.731362286,212.194086858,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
54328,339,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5899.70501475,339.0,0.0,339.0,339.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,0.0,339.0,339.0,0,0,44,0.0,5899.70501475,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,13936,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19589.5522388,287.026406429,4645.33333333,7996.60905218,13879.0,11.0,0.0,0.0,0.0,0.0,0.0,13936.0,6968.0,9838.68375343,13925.0,11.0,0,8,24,71.7566016073,215.269804822,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,13900,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19640.2877698,287.769784173,4633.33333333,7961.12531828,13826.0,11.0,0.0,0.0,0.0,0.0,0.0,13900.0,6950.0,9813.22790931,13889.0,11.0,0,8,24,71.9424460432,215.82733812900003,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
1077,338,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5917.15976331,338.0,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.0,338.0,338.0,0.0,338.0,338.0,0,0,44,0.0,5917.15976331,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,17537,1,3,62.0,230.0,62.0,62.0,62.0,0.0,90.0,62.0,76.6666666667,14.0475383371,16650.5103495,228.089182871,5845.66666667,4868.349241100001,11460.0,2793.0,0.0,0.0,0.0,0.0,0.0,17537.0,8768.5,8450.63314196,14744.0,2793.0,0,8,24,57.0222957176,171.06688715299998,62.0,90.0,70.8,12.7749755381,163.2,0,0,0,0,0,0,0,3.0,88.5,62.0,76.6666666667,1,62,3,230,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,50561,0,2,0.0,106.0,0.0,0.0,0.0,0.0,61.0,45.0,53.0,11.313708499,2096.4775222,39.5561796642,50561.0,0.0,50561.0,50561.0,0.0,0.0,0.0,0.0,0.0,50561.0,50561.0,0.0,50561.0,50561.0,0,0,16,0.0,39.5561796642,45.0,61.0,50.3333333333,9.23760430703,85.3333333333,0,0,0,0,0,0,0,0.0,75.5,0.0,53.0,0,0,2,106,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
83,313,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6389.77635783,313.0,0.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,313.0,313.0,0.0,313.0,313.0,0,0,44,0.0,6389.77635783,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,13918,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19614.887196400003,287.3976146,4639.33333333,7982.75731394,13857.0,11.0,0.0,0.0,0.0,0.0,0.0,13918.0,6959.0,9825.95583137,13907.0,11.0,0,8,24,71.8494036499,215.54821095,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
5907,305,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6557.37704918,305.0,0.0,305.0,305.0,0.0,0.0,0.0,0.0,0.0,305.0,305.0,0.0,305.0,305.0,0,0,44,0.0,6557.37704918,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,50166,1,3,44.0,176.0,44.0,44.0,44.0,0.0,72.0,44.0,58.6666666667,14.0475383371,4385.44033808,79.7352788741,16722.0,28811.8001347,49991.0,80.0,0.0,0.0,0.0,0.0,0.0,50166.0,25083.0,35359.5817,50086.0,80.0,0,8,24,19.9338197185,59.80145915560001,44.0,72.0,52.8,12.7749755381,163.2,0,0,0,0,0,0,0,3.0,66.0,44.0,58.6666666667,1,44,3,176,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
9002,439,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6833.71298405,219.5,205.768073325,365.0,74.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,74.0,74.0,0,32,64,2277.90432802,4555.80865604,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2.0,0.0,0.0,0.0,1,0,2,0,-1,235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
5003,405,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4938.27160494,405.0,0.0,405.0,405.0,0.0,0.0,0.0,0.0,0.0,405.0,405.0,0.0,405.0,405.0,0,0,44,0.0,4938.27160494,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
5960,335,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5970.14925373,335.0,0.0,335.0,335.0,0.0,0.0,0.0,0.0,0.0,335.0,335.0,0.0,335.0,335.0,0,0,44,0.0,5970.14925373,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
2040,325,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6153.84615385,325.0,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.0,325.0,325.0,0.0,325.0,325.0,0,0,44,0.0,6153.84615385,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,15178,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,17986.559494,263.539333245,5059.33333333,7675.71868514,13896.0,48.0,0.0,0.0,0.0,0.0,0.0,15178.0,7589.0,8987.32718888,13944.0,1234.0,0,8,24,65.8848333114,197.65449993400003,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,19088,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,14302.179379700005,209.555741827,6362.66666667,6987.01183149,13896.0,95.0,0.0,0.0,0.0,0.0,0.0,19088.0,9544.0,6289.00771187,13991.0,5097.0,0,8,24,52.388935456800006,157.16680637,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14177,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19256.5422868,282.147139733,4725.66666667,8130.55621304,14114.0,13.0,0.0,0.0,0.0,0.0,0.0,14177.0,7088.5,10006.2680606,14164.0,13.0,0,8,24,70.5367849333,211.6103548,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14722,1,3,43.0,401.0,43.0,43.0,43.0,0.0,201.0,43.0,133.66666666700002,81.5434444535,30158.9457954,271.702214373,4907.33333333,7818.12364531,13932.0,196.0,0.0,0.0,0.0,0.0,0.0,14722.0,7361.0,9569.98317658,14128.0,594.0,0,8,24,67.9255535933,203.77666078,43.0,201.0,97.4,76.0973061284,5790.8,0,0,0,0,0,0,0,3.0,121.75,43.0,133.66666666700002,1,43,3,401,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14091,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19374.068554400004,283.869136328,4697.0,8052.371824500001,13995.0,15.0,0.0,0.0,0.0,0.0,0.0,14091.0,7045.5,9942.62845026,14076.0,15.0,0,8,24,70.96728408199999,212.901852246,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14070,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19402.9850746,284.292821606,4690.0,8066.18794723,14004.0,12.0,0.0,0.0,0.0,0.0,0.0,14070.0,7035.0,9932.02184855,14058.0,12.0,0,8,24,71.07320540159999,213.219616205,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14561,1,3,56.0,212.0,56.0,56.0,56.0,0.0,84.0,56.0,70.6666666667,14.0475383371,18405.3293043,274.706407527,4853.66666667,8198.12175644,14320.0,96.0,0.0,0.0,0.0,0.0,0.0,14561.0,7280.5,10091.1208743,14416.0,145.0,0,8,24,68.6766018817,206.029805645,56.0,84.0,64.8,12.7749755381,163.2,0,0,0,0,0,0,0,3.0,81.0,56.0,70.6666666667,1,56,3,212,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14187,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19242.968915200003,281.948262494,4729.0,7823.73893992,13763.0,180.0,0.0,0.0,0.0,0.0,0.0,14187.0,7093.5,9686.65579547,13943.0,244.0,0,8,24,70.4870656235,211.46119687,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,41235,1,3,44.0,176.0,44.0,44.0,44.0,0.0,72.0,44.0,58.6666666667,14.0475383371,5335.27343276,97.0049715048,13745.0,12724.4014005,26230.0,794.0,0.0,0.0,0.0,0.0,0.0,41235.0,20617.5,7937.27361882,26230.0,15005.0,0,8,24,24.2512428762,72.7537286286,44.0,72.0,52.8,12.7749755381,163.2,0,0,0,0,0,0,0,3.0,66.0,44.0,58.6666666667,1,44,3,176,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,14071,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19401.6061403,284.27261744,4690.33333333,8072.82133664,14012.0,11.0,0.0,0.0,0.0,0.0,0.0,14071.0,7035.5,9934.14316889,14060.0,11.0,0,8,24,71.06815436,213.20446308,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,1,45,3,228,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
53,50271,1,3,48.0,188.0,48.0,48.0,48.0,0.0,76.0,48.0,62.6666666667,14.0475383371,4694.55550914,79.5687374431,16757.0,18133.7788946,36061.0,80.0,0.0,0.0,0.0,0.0,0.0,50271.0,25135.5,15450.9902757,36061.0,14210.0,0,8,24,19.8921843608,59.6765530823,48.0,76.0,56.8,12.7749755381,163.2,0,0,0,0,0,0,0,3.0,71.0,48.0,62.6666666667,1,48,3,188,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
49362,258,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11627.9069767,129.0,172.53405461,251.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,40,20,7751.9379845,3875.96899225,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
3221,414,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4830.917874399999,414.0,0.0,414.0,414.0,0.0,0.0,0.0,0.0,0.0,414.0,414.0,0.0,414.0,414.0,0,0,44,0.0,4830.917874399999,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
56327,189479,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5552594219,189479.0,0.0,189479.0,189479.0,0.0,0.0,0.0,0.0,0.0,189479.0,189479.0,0.0,189479.0,189479.0,0,0,64,0.0,10.5552594219,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,2,0,-1,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
